name,grade_scale,price_jpy,price_php,price_sgd,price_usd,price_myr,price_thb,price_idr,stock,sku,image_url,affiliate_url,scraped_at,notes
Gunpla Catalogue 2024 MG&FULL MECHANICS Edition,Unknown,"\u00a54,241",1602.25,34.19,26.72,104.12,876.61,458028.0,Only 5 left in stock.  Order now!,HBJ63445,https://www.hlj.com/productthumbs/hbj/hbj63445_1_1707795015.jpg?v=1707795015,https://www.hlj.com/gunpla-catalogue-2024-mg-full-mechanics-edition-hbj63445?utm_source=speedartug&utm_medium=affiliate,2026-03-19T18:11:34,
