name,grade_scale,price_jpy,price_php,stock,sku,image_url,affiliate_url,scraped_at,notes
Gundam Weapons Gundam Build Fighters Try Bokutachi no Gunpla,Unknown,"¥1,248",461.67,Only 1 left in stock.  Order now!,HBJ61115,https://www.hlj.com/productthumbs/hbj/hbj61115_0_1447319353.jpg?v=1447319353,https://www.hlj.com/gundam-weapons-gundam-build-fighters-try-bokutachi-no-gunpla-hbj61115?utm_source=speedartug&utm_medium=affiliate,2026-03-18T05:00:32,
